Transaction Date,Type,Coin,Status,Fee,Amount,Address,Txid,Aud
25/06/2018 18:48,Send,NEO,Complete,,-2,AZ4u1ErAgT1HxNVQLPve8KWUA5ABGejPv8,2fcd11fa0957be2bc8627c0e117c7415c65ac80889f4a1bd7b0a5a10aa67249f,86.595871
19/06/2018 17:21,Send,XNO,Complete,,-25.94938416,xrb_1hc1n895y9soc5w7ntan6erke91prxc5s5pnh49zj4866ta7jc1ozzfc9f8y,EC88001E68010CAD275223013F141B667C7B31F69BA61D9B342476FE96A18061,100.121732
19/06/2018 9:40,Send,ETH,Complete,,-0.04281907,0xC37c2228A3E32C44F4A8a1a3F61Dd4DD5249b276,0x0afabbe87f0a4c3fa5ed5d3c068beefcfff4b2330f8346e43dfbcc00a69a5707,30.612423
13/06/2018 16:09,Send,LTC,Complete,,-0.88613988,Lh1q4GNaMQtsZtgTmEzHZiehncqxqXvc8E,e6deea54b859221e2e834f63b33cb5876e8b1886463cbe3d076161fcf98424fd,119.452325
11/06/2018 11:52,Send,NEO,Complete,,-2,ANurcewNtfrRTDe24gNcpaoDrSoonxJUzq,1e9457215d4e52360d34effd69acd8f35d345735d769717df93a81e9f6c16215,120.359868
7/06/2018 21:03,Send,ZIL,Complete,,-1480,0x53080Bc6764c07B9D7e8F008F3c27253B3fca98b,0xf37d5670b773ef0ab2fbaca1cf8b3c161039fa3a6d4296808c071b1f4a78ef7d,262.466663
7/06/2018 20:29,Send,OMG,Complete,,-50.4105272,0x53080Bc6764c07B9D7e8F008F3c27253B3fca98b,0x421c56d18f73fd4e7d02c4615f9a9d727564e14dfd4fda71280bc31b7b5af902,779.959584
7/06/2018 19:52,Send,VEN,Complete,,-110.5,0x53080Bc6764c07B9D7e8F008F3c27253B3fca98b,0x74eeb4bcf9d64476cf5848b760045e2a2bf9ac8482517ea32f1d026a4a2597bc,611.490779
22/05/2018 8:25,Send,TRX,Complete,,-70070,0x9e9d9114f2f5b9b430096300ec8a1bcc1d480339,0xaae73313f0223103f86bedebc3383f9c1fef9b7464a9d5eea401e115c172f32d,7566.87892
16/05/2018 17:25,Send,ONT,Complete,,-22.7676,AZ4u1ErAgT1HxNVQLPve8KWUA5ABGejPv8,ab0f2328c1078f65e68bbe78fb1def0f9f47c523c55bb1cd0538c3b5dc0cbc46,231.113968
16/05/2018 14:15,Send,BTC,Complete,,-0.04463636,1217u6XbzFLukp9LhncGiMdVzhvZrbGKph,4f8f9131cdc9db3f45f4b96eec33acba6046c9b7cef1e6d64d8af2e2af265e7b,499.938767
15/05/2018 21:51,Receive,GAS,Complete,,0.15951618,,,undefined
6/05/2018 15:48,Send,ADA,Complete,,-1175,DdzFFzCqrht6bENfTftHpBPyttwaqubg98tu6vE3uqw2ECbDBGFRP6rFQNE8G9p6W2iKGdM9W9zvD6Yw79LNNLM5QNvXB4A65M86ymv7,613b98fb699898339d749e85ff1ac1fae3aadf717d642d2223927a1d54806a0b,558.503867
6/05/2018 15:02,Send,EOS,Complete,,-21.34964372,0x53080Bc6764c07B9D7e8F008F3c27253B3fca98b,0xcfd009bb5d51651deb54f5c62cde00c058bd0729ec6a7e2c9e4642ce634e7901,501.258086
2/05/2018 19:44,Send,ICX,Complete,,-348,0xC37c2228A3E32C44F4A8a1a3F61Dd4DD5249b276,0x57f85fdfe9d3d1355c09c4ccab930b3068465ba543d455c61bfc809fe72b1881,2050.159461
30/04/2018 18:15,Send,ETH,Complete,,-0.10737839,0x53080Bc6764c07B9D7e8F008F3c27253B3fca98b,0xc69e988683893ecbaae2576d49d4fff3e6ada9a027f09b7d061786aa533ec935,99.387267
30/04/2018 16:59,Send,EOS,Complete,,-78.7,0x53080Bc6764c07B9D7e8F008F3c27253B3fca98b,0x05d06be44b315b93fc705dd8627cee61c16693fbffb292ca21c307ac261928dd,1960.197229
30/04/2018 16:41,Send,EOS,Complete,,-1.3891268,0x53080Bc6764c07B9D7e8F008F3c27253B3fca98b,0x09350e8c436f343674040e1189fdb5c12b5472f8e7a3c9c28abced3ecd0d217c,35.211672
28/04/2018 13:09,Send,LTC,Complete,,-0.058,LQDeHiCkrTZJEiYHX3apgh8s6hJT9Z9BJr,61b5e4305df39b4b9384486df28919d3abdb7d0427075ac24333a58bb66d13ab,11.577717
28/04/2018 13:06,Send,LTC,Complete,,-3.002,LQDeHiCkrTZJEiYHX3apgh8s6hJT9Z9BJr,003eb565055578a550bc6d3258a0250749d918b79fad930e56b9be67b726a85f,599.661654
28/04/2018 12:23,Send,GAS,Complete,,-10,AZ4u1ErAgT1HxNVQLPve8KWUA5ABGejPv8,f6ae83ed175704f85d5216bca9074a8ffc1696d74c76596b11f1827c7d203279,357.028792
28/04/2018 11:25,Send,NEO,Complete,,-16,AZ4u1ErAgT1HxNVQLPve8KWUA5ABGejPv8,5af2209e353f180c252f67df4a1ec6b772956132d3b187ecc84ef7f5225dac8c,1578.263282
28/04/2018 10:42,Send,NEO,Complete,,-2,AZ4u1ErAgT1HxNVQLPve8KWUA5ABGejPv8,20385626018ece8e6ff9ede56950de268b76fa260faabdd5e502df9f0cb7bacd,197.743085
28/04/2018 9:50,Send,XRP,Complete,,-1586,rU2T6swGFbsiLSTxDmHtyFqaWQFqVQxy63,,1736.605291
28/04/2018 9:46,Send,XRP,Complete,,-83,rU2T6swGFbsiLSTxDmHtyFqaWQFqVQxy63,,91.509684
21/04/2018 8:09,Send,BTC,Complete,,-0.0505,1DSmZXwtv3JCaE5DDgM5Z4vsK1KtQVKzDg,ff4b94fb7795ac3722d18b150b4ec9c37af484fce0fe1e8221fd238c43ba98bd,574.128402
16/04/2018 21:54,Receive,GAS,Complete,,0.07253504,,,undefined
15/03/2018 16:22,Receive,GAS,Complete,,0.01117103,,,undefined
